Premise	Hypothesis	Label
um that's what we the insurance that we have right now when we were in Colorado they had um a different type of HMO there that i really liked a lot	The insurance HMOs in Colorado are very likable.	entailment
Oh, I guess it'll be the dollars that'll do the trick.	I guess money will be what we need.	entailment
Finally, there are even stables in Jerusalem.	Jerusalem has not actually got any stables.	contradictory
Martinique and Guadeloupe, formal departements since 1946, have recently become regions in an administrative reshuffle.	Martinique and Gaudeloupe just turned into regions from a reshuffle in the administration.	entailment
I'm off to Paris to-morrow, just to see what the Prefecture is doing.	I'm not going to Paris.	contradictory
4 million for the Lawyers Trust Fund and more than $400,000 for LAP, to provide additional staff and resources.	The Lawyers Trust Fund and the LAP fund staff and resources.	entailment
yeah oh yeah oh yes very much so hip injuries and things like that yeah yeah that that forces a lot of the guys to get out of the game	A hip injury is not a reason to leave the game.	contradictory
They are daintier beasts than their African cousins.	Their African cousins are less dainty than them.	entailment
After years of covering lobbying, my impression is that the business is about 80 percent con.	I have covered lobbying for years. 	entailment
it's all the did you ever read the uh uh oh it's one of his first books The Stand	One of his first books is called The Stand.	entailment
Zarco happened upon a small volcanic archipelago 1,000 km from Lisbon.	There is a volcanic archipelago 1000 km from Lisbon.	entailment
Forbes periodically slaps Republicans in Congress for  Get real or get out!	Forbes has never said anything detrimental against Republicans.	contradictory
With the backing of Congress, PM Gowda ruled until May 1997, when Congress unseated him and appointed Inder Kurnal Gujral in his place.	PM Gowda was replaced by Inder Kurnal Gujral.	entailment
so that's what they're trying to do oh well	That is not what they are trying to do.	contradictory
Johnson's naivete is as convincingly natural as her nose, her lips, and her breasts.	Johnson is not only naive but natural looking too. 	entailment
Legal  Last week, Capital Gang sters Shields and Hunt shouted down Novak for alleging that Starr's legal team was composed of Justice Department lawyers.	Capital Gangsters supported Novak's Starr allegations.	contradictory
' I know with absolute certainty that Lamar Alexander is without reproach.	I know absolutely that Lamar Alexander has no reproach.	entailment
the hot stuff oh	That's the hot stuff.	entailment
On Two Decades of Decline in the U.S.	The US has been declining for twenty years.	entailment
After the disaster, Mycenean Greeks from the Peloponnese moved in to control what remained of the Minoan settlements they may even have precipitated the destruction.	The Greeks controlled the area after the disaster.	entailment
Many LSC grantees operate intake systems that systematically diagnose each applicant's problems and make referrals through a network of legal and non-legal service providers in the community who can provide the most appropriate types and levels of service.	The intake system is less concerned about precision with regards to getting people the level of service they need.  	contradictory
Among the most notable are three Rodin bronzes in its cloister, and works by Perugino, Veronese, El Greco, Rubens, Courbet, Manet, and Matisse.	There are three Rodin bronzes located in the building's cloister.	entailment
Tuppence ordered tea and buttered toast.	Tuppence put in their order of buttered toast and tea. 	entailment
As I said, I don't want to suggest that Bill Gates isn't a generous person nor even that his giving doesn't represent considerable sacrifice on his part (though it must be nice to be able to give that kind of money away).	I want to hint to them that Bill Gates isn't a generous person.	contradictory
For 40 years, McBain has been a lively and gritty chronicler of New York City life and helped inspire TV cop shows such as Homicide , NYPD Blue , and Hill Street Blues .	McBain helped inspire all the sitcoms.	contradictory
Then the other screams began to decrease in numbers and weaken in volume, and he knew that the slaves were dying.	Then the screams began to get louder and increase in number.	contradictory
Drawing Valid Meaning from Qualitative  Some Techniques of Data Reduction and Display.	This is a paper, or report, on Drawing Valid Meaning From Qualitative Some Techniques of Data Reduction and Display	entailment
I've forgotten his name now, confessed Tuppence.	Tuppence never could forget his name. 	contradictory
Typical A frequency distribution of unfiled rates shows that 14 states had rates of 3, which turns out to be both the mode and the median for this distribution.	Typical B frequency distribution of unfiled rates failed to show any correlation between states and rates.	contradictory
In one experiment, a Tourette's patient was directed to hold a weighted box loaded with sensors.	They experimented by having a cancer patient hold a sensor loaded, weighted box.	contradictory
MLS is losing tons of money--more than $30 million in its first two seasons.	MLS was extremely profitable during its first two seasons. 	contradictory
Hong Kong by night can suit any taste riotous, sedate, raw, or cultured.	Hong Kong by night is quite unappealing to anyone and everyone. 	contradictory
Construction equipment needed for installation of an ACI system includes standard construction equipment - welders, excavation equipment, concrete pouring equipment, cranes, etc.	Standard construction equipment is used for ACI system installation.	entailment
The following table summarizes the practices of our sample organizations in each principle area and compares them with practices in the federal CIO environment.	The CIO has no environment or anything of the sort.	contradictory
in fact i went up there visiting i had a friend at Davidson one time and i went up there visiting him and and he took me out running through the trails in the piney woods up there and i just loved it	I've never visited up there and I'm not much interested in running anyway 	contradictory
His argument is persuasive, but the conclusion is so counterintuitive--why should the soloist meekly accompany the orchestra when he isn't defying it?	He had a persuasive argument.	entailment
Its dense, oxygen-rich atmosphere helps those with heart and respiratory problems; the low altitude permits psoriasis sufferers to expose their skin to the sun for longer periods of time because the rays are less intense.	People suffering from psoriasis can expose their skin to the sun there.	entailment
It was Bruce.	Bruce? It was! 	entailment
For the hikers, a bus goes to a point quite close to the summit, after which it's an easy but exhilarating walk to the top.	The walk to the summit is long and hard.	contradictory
That would, in effect, penalize companies for efficiency and productivity.	That would penalize companies for being slow.	contradictory
One such place is Malibu Pier, a popular spot for fishing.	Malibu Pier is not one of such places.	contradictory
It was originally intended as a church for Louis XV, but is now a secular mausoleum of some of the nation's greatest heroes.	It was supposed to be a church at first.	entailment
Regular posting of new material will resume the evening of Monday, July 7.	There will never be any new material posted.	contradictory
11 Some 10 million additional individuals with incomes between 100 and 125 percent of the poverty level are also potentially eligible for legal services.	Some 50 million additional individuals with incomes between 100 and 125 percent of the poverty level are also potentially eligible for legal services	contradictory
Since no ozone modeling was performed for the Western U.S., future ozone nonattainment in the West was determined through an emissions scaling analysis that used forecast changes in NOx emissions in the West coupled with the response of ozone to emissions changes, as modeled in the East.	There has been no possible way to determine future ozone nonattainment in the West.	contradictory
It was to represent a line of thought, not a personal attack on Bob Bork's book.	It was clearly a personal attack on the author, Bob Bork. 	contradictory
Adrin parried it away with his rapier-stick.	Adrin pulled out his gun and shot.	contradictory
As a result of these activities, the Medicare	There were no activities to extrapolate results from.	contradictory
In its submission, HUD explains that the final rule is not likely to result in annual expenditures of $100 million or more by State, local, or tribal governments in the aggregate, or by the private sector.	The annual expenditures should reach over $333 million.	contradictory
This executive guide was prepared under the direction of Linda Calbom, Director, Financial Management and Assurance.	Linda Calbom is the Junior Executive Vice President of Financial Management and Assurance.	contradictory
then on the way home we drove by the local high school and there happened to be an FA FAA Future Farmers FA Future Farmers of America FFA	We passed by the local high school, where they had a farmers' convention.	entailment
Systems Interconnection (OSI)  Functional	The system is down, permanently. 	contradictory
now the part about where you said the apartment complex puts up signs that says no soliciting i've even gone so far as to put that i've got a storm door on the front of the house and i've put in i don't know how much clearer it can be it's a red sign with silver letters saying no soliciting i should have guessed i guess i should make another one that says religious or otherwise because i still get	The apartment complex has no signs placed anywhere.	contradictory
Aquacity at S'Arenal claims to be the biggest aquatic park in the world.	Aquacity at S'Arenal believe they're the biggest in the world.	entailment
plus they're more expensive to get	they're cheaper to buy, too	contradictory
Access time is the time it takes a carrier to deviate from the route in order to make a delivery.	Access time is defined as the time it takes for a person to wake up in the morning. 	contradictory
i'm not either really	I am but you're not.	contradictory
And then there is the vexed question of memoir vs. novel.	It doesn't matter if it's a memoir or a novel.	contradictory
yeah do you go do you go see them very often	Do you see them much?	entailment
Finally, with respect to sections 603(b)(5) and (c), the analysis does not identify any federal rules that duplicate, overlap, or conflict with the proposed rule or any significant regulatory alternatives.	There is no identification in the analysis of any overlapping  or duplicated federal rules with the proposed rule.	entailment
From pedal boats and canoes to windsurfing and jetskiing, the choice is yours.	There is only one type of boat available.	contradictory
He fell into the corner of the hut with a hole smoking out of the back of his hood.	There was no smoke in the hut.	contradictory
The Texan came across the corral.	The New Yorker crossed the corral.	contradictory
More Japanese infantry poured in from Thailand to capture key airports in Kedah and Kelantan.	Japan's infantry was based in Thailand.	entailment
Besides, some genetic mothers aren't conscious at birth, and many don't breast-feed, yet they all nonetheless wind up loving their kids.	Genetic mothers all have at least one child in their lives.	entailment
I suppose you'll believe a Professor of Astronomy knows what--"  	I guess you will trust a Professor of Astronomy. 	entailment
To still others, it was not possible to tell whether this was a case study because looking at instances was what we do in all our methods, and there was no differentiation between this job and a compliance audit.	We are absolutely certain that this is a case study.	contradictory
well i i believe in freedom of but not freedom from if you understand what i mean	I think freedom is all-or-nothing: anything less that total liberty in all domains is not freedom at all.	contradictory
If you are completely inexperienced, there are several ways to overcome your lack of knowledge.	There is more than one way to learn more if you don't have experience.	entailment
A'deem trusted the mercenaries he paid, as did the others who paid them to watch the alleys, but one could never be too careful.	A'deem wanted to be careful with his mercenaries.	entailment
'Trust me, it's easy,' Derry said.	'It's really hard', Derry said.	contradictory
Its centre moved to Tiberias in the Galilee.	Tiberias was in the Galilee.	entailment
Ca'daan' couldn't see if the black riders said anything in return.	Ca'daan couldn't see if the white riders said anything in return.	contradictory
Here's your five shillings.	Here is five coins.	entailment
uh the Dodgers the Phillies i'm not uh you know the National League we have an American League team here so i don't get that much into the National League stuff here i see them on the game of the week occasionally and i haven't seen the the Phillies	I don't follow the National league teams.	entailment
oh God  No why don't you go first	You can go first.	entailment
Neither Russia nor the rest of the world will pay to keep the plants safe or to close them.	Russia is paying millions to keep the plants safe.	contradictory
Based on these timelines, it is estimated that, in principle, the mercury controls needed to comply with a multipollutant strategy can be met provided that (1) an adequate supply of materials and labor is available and (2) the control technology implementation process begins at least 16 months prior to the date controls must be in place.	There are 2 stated conditions under which the mercury controls can be provided.	entailment
They are murderers.	They are killers.	entailment
Previous applications have arrived at a single value per life year based on the discounted stream of values that correspond to the VSL for a 40 year old worker (U.S.	It's impossible to find the cost of a single life year.	contradictory
Your liquid sky would sink through it, since negative weight must in truth be lighter than no weight, while nothing else would rise through the layer.	The liquid sky would be just fine.	contradictory
so how long are we suppose to talk for	How long should we talk for?	entailment
so i was very comfortable you know in doing it when it got to the point that we had to do it but there's well i had an occasion for my uh mother-in-law who had fell and needed to be you know could not take care of herself anymore was confined to a nursing home for a while that was really not a very good experience uh it had to be done in a hurry i mean we didn't have you know like six months to check all of these places out and it was really not not very good uh deal we were not really happy with the	She could take care of herself.	contradictory
The Fujiwara resented the Buddhist clergy's great and growing influence in imperial affairs.	The power of the Buddhist clergy was resented by the Fujiwara.	entailment
I have done my best to target unpopulated areas at unpopulated times, but the guilt still weights heavy on my soul.'	He tried to kill many people.	contradictory
What's this thing swerving  Oh!" There was a grinding noise and a bump.	Swerving caused it to make several strange noises.	entailment
several i mean it's it's it it's funny the way the business works because there're so many things that are enormously out priced	It's no laughing matter that things are being sold below cost.	contradictory
Outside the big cities, make a habit of saying an appropriate Bonjour or Au revoir when entering or leaving a shop or cafe.	It's not considered polite to talk to shopkeepers in France unless they speak to you first.	contradictory
It was believed to be free floating until Apollo's birth, after which huge columns roseup from the sea bed to anchor the island.	After Apollo's birth huge columns rose up from the sea bed.	entailment
Ask not whether your candidate is worthy of you, but whether you are worthy of your candidate.	Ask only if your candidate is worthy of you.	contradictory
GAO believes that Congress should be careful to distinguish between those flexibilities that will solely enhance the operations of DHS and those that might simultaneously raise other concerns, including concerns about the constitutional responsibilities and prerogatives of the legislative branch.	GAO believes that Congress should be careful to distinguish between those flexibilities that will solely enhance the operations of DHS and those that might simultaneously raise other concerns.	entailment
We climaxed together, rested, and began again.	More than one person had an orgasm together. 	entailment
Farming has been another mainstay of the Lake District economy for centuries.	Farming was the main force behind the Lake Districts economy.	entailment
(Inglis, by contrast, all but jams his head into the lens.)	Inglis agressively jams his head into the lens.	contradictory
In fact I am almost certain that it was made no earlier than yesterday afternoon."	I almost knew for a fact that it was made yesterday afternoon.	entailment
Tickets can now be reserved in advance (inquire at your hotel or the tourist office).	You can reserve your tickets at your hotel office.	entailment
Take the train for long journeys, and rent a car at your destination to explore the back country.	Renting a car allows you to explore back country destinations, while the train is more suited for long journeys. 	entailment
uh yeah i just keep thinking all the time i mean it it's really rough to keep yourself on a strict budget for a long long time when your you know your priority at least mine is to save for the house but then it's awful hard to really scrimp for a long long time and keep putting all the money into that down payment you feel like you want to live a little bit in the meantime	Keep saving for a down payment on a house.	entailment
Inside, eight spiral columns support the canopy of the 17th-century carved oak baptistry.	Five columns support the bapestry. 	contradictory
James Boswell, biographer of Samuel Johnson, was married to a Talbot, and many of his papers were discovered in the 20th century at the castle.	Boswell wrote about JOhnson.	entailment
It appears that other factors, for which adjustments are not made, do not cause significant differences.	Adjustments are always made.	contradictory
Credibility building, principle III, is the one area in which CIOs in both the public and private sector have all adopted similar practices.	Principle III is not an area where public and private sectors have adopted similar practices.	contradictory
Directing national policy until his death in 1642, Richelieu reasserted the authority of his king against both the conservative Catholics who surrounded the queen mother and the Protestant forces that were fiercely defending the privileges granted them by the Edict of Nantes.	Richelieu was an outsider who looked in as the queen mother firmly dictated national policy to the king.	contradictory
The fine museum inside traces the cultures of the Arab world, both the pre-Islamic and Islamic periods, with first-rate temporary exhibits.	The museum does not have exhibits for the Arab world.	contradictory
no more now!" We followed John into his study, and he closed the door behind us. 	John left the door open when we went into his study.	contradictory
Unfortunately, this trend has not reduced owners' overall engineering costs as a percentage of TPC.	The trend did reduce owners engineering costs	contradictory
The rebuttal authors note still other problems in the original paper.	There are still other problems in the original paper according to rebuttal authors.	entailment
But there was one small problem with 0-1, as well - how could you get there by car, especially when you're already late? This was just too much for Warm to grasp all at once, and he eventually resorted to hiring a moving van.	Warm eventually hired a moving van due to an issue.	entailment
I checked my watch.	I looked at my watch.	entailment
because it's out on video now but it's still playing at the dollar theater i'm glad i got to s ee it there rather it's TV just doesn't have the same impact	I'm glad it was in the discount theatre, watching at home is just not the same.	entailment
he starts nuking Israel man he's in big trouble i mean we'll just we'll hear about it you know what i mean  if anything major happens we're going to find out so let's chill out and just do what we need to do so	He began bombing Israel, and everyone approved.	contradictory
well actually if your check bounces i guess they could legally take it off your credit card if that's why they're taking it i mean i don't know how fair that is	They can't legally take it off your credit card. 	contradictory
When McCain flatters you, it doesn't feel automatic or calculated.	When you're flattered by McCain it feels calculated.	contradictory
55 million (31 percent) were estimated to be in error.	Over 100 million were wrong.	contradictory
yeah yeah well there are a lot of people who express uh much stronger feelings about it than i have	There are others with stronger opinions than mine.	entailment
Lacking Starr's confidence in the law, Clinton sees where the law is too blunt an instrument to honor and promote good values.	Starr is confident about the law.	entailment
You can choose to spend your day with hundreds of other people, or have the sand all to yourself at a remote spot.	All the beaches will be crowded with people and there is no privacy. 	contradictory
For the reasons we have set forth, the funding condition is invalid.	The funding isn't valid 	entailment
yeah and other than that i can't think of any other ideas	yeah that's all I can think of	entailment
okay what type of exercise do you do	And what sorts of physical activity do you engage in?	entailment
Affirmative action is likely to fail when it is merely a special preference bestowed upon those who have the right parents, whether right means educational pedigree or skin color.	Affirmative action seldom fails regardless of issues.	contradictory
As the 20th century neared its end the Egyptian government sought to revive Alexandria as a center of learning and recreate the Alexandria Library.	The Egyptian government never expressed any interest in reviving Alexandria. 	contradictory
He scrambled to the top and caught the ropes that were flung up to him.	He totally missed the ropes that were thrown at him.	contradictory
In response, member states of the Arab League sent troops to help the Palestinian Arabs.	The states of the Arab League sent troops to the Palestinian Arabs.	entailment
 said Ca'daan.	Ca'daan said something.	entailment
really yeah kind of kind of having a a a buddy or somebody to kind of stir you on and and you know keep your motivation level up too i think sometimes might help so i was thinking maybe your husband would you know maybe the two of y'all i mean if he had come on let's go or you you know and y'all kind of did it together in a way that helps	I think working out alone is the best motivation.	contradictory
That Further Notice does anticipate an information collection and invites comments from the general public and the Office of Management and Budget.	The Office of Management and Budget is invited to comment.	entailment
'And there's bourbon in the coffee.'	The coffee is plain.	contradictory
The total amount of steel is relatively small in comparison to an SCR or an FGD for a 500 MWe plant.	The total amount of steel is relatively huge.	contradictory
and the styrofoam also into insulation and things like that and i think that would be great if they could get something organized along those lines	If we could get something going with styrofoam that would be good.	entailment
And there they will brag--as MacDonald has done in a response to Culturebox coming soon to the Fray, and as he probably will in a British court some time in the next few months--I have published my views in highly reputable refereed journals in psychology.	I have never been published.	contradictory
She reflected that an ally in the enemy's camp, so to speak, was not to be despised.	The friend was supposed to be despised.	contradictory
It's--well, it's a long--time, I guess--from when you were.	It was just yesterday that you were. 	contradictory
For information about the stock of wealth accumulated by households, we obtained net worth data from the FFAs' balance sheet aggregated for the household sector.	The FFA does not collect data on net worth.	contradictory
Better keep your eyes peeled gold claims have been jumped before in this country.	Best get out of here because there isn't any gold around in this country. 	contradictory
There's that, said Tuppence suddenly, pointing to a small, old-fashioned safe let into the wall.	Tuppence pointed out a safe in the wall.	entailment
At the end of the Ice Age (some 13,000 years ago), the glaciers melted, leaving a long ridge of sediment sloping gradually from the top of the volcanic hills.	The Ice Age ended 13,000 years ago.	entailment
Saint-Thegonnec is an outstanding example, its triumphal arch setting the tone for the majestic calvary of 1610.	There is no triumphal arch at the Saint-Thegonnec.	contradictory
you still there Rick	You still there, John?	contradictory
The majority leader, while conservative, cares more about passing bills than about ideology.	The majority leader's main concern is to pass new legislation.	entailment
oh i see oh and you made your own	Oh I see you bought one instead of making one.	contradictory
The impact of his treatment of the beast fell upon him and Ca'daan let out a single sob.	Caden laughed as the impact of the treatment took full effect. 	contradictory
This notion of consistency is what's violated by Britain's outrage about lobbying and indifference about campaign contributions and America's opposite treatment of both.	Britain is not at all bothered by lobbying or campaign contributions.	contradictory
uh who else is uh uh there's you know Mike Lynn from the Minnesota Vikings he used to be the general manager starting the World Football League	Mike Lynn is still the general manager of the World Football League.	contradictory
Michael Lewis' Millionerds column, as originally posted, stated that his subject this week--T.J.	Michael Lewis has a column called Millionerds.	entailment
To smooth things over, the sultan sent a peace mission to the Thai court and, for extra coverage, an envoy to China, reconfirming Muzzafar Shah's title as most obedient vassal.	A peace mission was initiated by the Sultan.	entailment
so you all are into so you all are into the lawn big time huh	You don't like lawns?	contradictory
Ca'daan recognized the taller lighter-skinned one.	Ca'daan didn't recognize anyone.	contradictory
yeah did they not put any in in your neighborhood	There are none in the neighborhood.	entailment
Mother Redcap's Tavern (Back Lane, off High Street) is a big, relaxed place with live music.	If you are looking for a big, relaxed place, Mother Redcap's Tavern is not one of them.	contradictory
they've had longer hunting seasons than that up here even to get rid of more of them because they were uh increasing so much	There was never any hunting season at all.	contradictory
The titanic colossus presided over the most beautiful town Jon had seen in the south.	Jon had never seen any southern towns.	contradictory
um well i go home in the summer and i work in the summer and between what i make in the summer and student loans that's how i go to college	I do not have any students loans and have never had a summer job. 	contradictory
It's going to be a long story." 149 Julius drew up a chair to the opposite side of the table, summoned a hovering waiter, and dictated his wishes.	It was a very short story.	contradictory
Earlier this year, I was at a Bob Dole rally in Omaha.	Bob Dole never made it to Omaha.	contradictory
'I asked you to resurrect the Presidents.	I wanted the presidents resurrected.	entailment
because there just cannot always be landfills uh my we have always saved aluminum just absolutely forever and uh i'm saving uh paper now and glass our biggest problem is that no one will take the paper it gets really difficult to find someone in fact now i'm donating it to a local church and by giving it to them they take it in mass and then our junk dealer gives them ten dollars just because they've they're a church and he writes it off as a donation but it's a real problem with with the paper to find that outlet for it after you've got it stacked up	You can throw everything into a landfill.	contradictory
Every detail of the house, from the hand-rubbed fine woods and original furniture to the beautiful Tiffany windows and light fixtures, was custom designed by the architects for David and Mary Gamble (of Proctor and Gamble fame).	Everything in the house had been bought in IKEA.	contradictory
Many of the organizations supplemented knowledge gained from their own experiences by frequently perusing professional publications, alerts, and other information available in print and through the Internet.	Professional publications are not able to supplement experiences.	contradictory
'I think otherwise.'	'I think differently than that.'	entailment
At posh hotels with posh connections, supplies would be high-level and instantaneous.	Nice hotels would have no supplies.	contradictory
not a bit yes sir	Correct sir, not even a small amount. 	entailment
The surrounding warehouse districts have interesting stores for souvenir browsing.	There is nothing of interest for tourists at the warehouse districts.	contradictory
37 Efforts such as the Department of Labor's saving outreach program can serve as a catalyst to educate employers about pension plan options they can offer to their employees as well as to encourage individuals to save more on their own behalf.	The Department of Labor's saving outreach program serve as an education catalyst.	entailment
Cosmo says, You go, Gyrl!	Cosmo tries to encourage women with motivational phrases. 	entailment
That's true.	That is correct.	entailment
Discos pulsate to both Latin and Euro-American rhythms.	Latin and Euro-American rhythms are not present in discos.	contradictory
It's that when people feel that their chances of being injured are reduced, they drive more recklessly.	People drive poorly if they know they are in danger.	contradictory
well all of them down down here you had a cash price for gasoline and a credit card price	you had one gasoline price in cash, and another gasoline price if you paid with a credit card	entailment
Rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.	A big collection of gold jewelry, dating from before the birth of Christ, is included in Rooms 11-12.	entailment
or that accomplish what they set out to accomplish to accomplish what are your feelings on it	They need to accomplish what they set out to. 	entailment
um well like i said my fiancee	This is, I said, my fiancee.	entailment
yeah well um i think the weather lately has been um a bit warmer than i would expect this time of year	It has been warmer outside than I'd expect around this time of the year.	entailment
The Financial Accounting Standards Board (FASB) has many of these items on its agenda.	The FASB have run out of items to discuss.	contradictory
When he comes in, I'll talk to him."	I'll talk with him after he leaves.	contradictory
All the standard beach sports can be enjoyed at the main Aegean resorts windsurfing, water-skiing, parasailing, and jet-skiing.	None of the standard beach sports are available at the main resorts.	contradictory
Next door on the busy pedestrian street of Corso Vannucci is the Collegio del Cambio, 15th-century hall and chapel of the bankers' guild.	The Collegio del Cambio is on Corso Vannucci street.	entailment
The preamble to the interim rules contain the information required by the Paperwork Reduction Act including the need for the information, the parties affected, and the burden estimates related to the collections by each Department.	The need for the information, as required by the Paperwork Reduction Act is found in the preamble.	entailment
The results dramatized the magnitude of the opportunity.	The results did not relate to the opportunity.	contradictory
Jon had neither time nor patience for them.	Jon had plenty of time and patience. 	contradictory
A piece claims George W. Bush and Al Gore are spiritual twins.	The piece claimed that Al Gore and George W. Bush aren't spiritual twins.	contradictory
Why a man needed four swords was beyond Ca'daan's reasoning.	Ca'daan had no idea why the man needed four swords.  	entailment
The design of this temple did not incorporate a forecourt and so you enter directly into the Hypostyle Hall.	You can enter the temple directly through the Hypostyle Hall since no forecourt was built into it.	entailment
Many respondents conflated feeling free and feeling fresh.	A lot of people confuse the concepts of being free and fresh.	entailment
i uh yeah i haven't made any kind of effort to keep up on recent music especially in rock and roll there's not just too much uh new stuff that's well it's not as creative	It too hard to try to keep up with new music these days.	entailment
From baseball to yachting, you can watch some of the world's best athletes at sports venues all over the L.A. area.	You can see a lot of athletes around LA.	entailment
Busy Oriental bazaars co-?­exist with European shops; kebab-shops and coffee-houses sit alongside international restaurants; modern office buildings and hotels alternate with Ottoman min?­arets along the city's skyline; traditional music and Western pop, belly-dancing and ballet, Turkish wrestling and football all compete for the attention of the Istanbullu audience.	Istanbul exhibits only Ottoman architecture. 	contradictory
You may not fall into conversation in Dublin quite as readily as in a country pub, but you'll find that here, as everywhere, the Irish are welcoming hosts.	Irish people are not very friendly and will not talk to you.	contradictory
The presidents after Reconstruction were the political ciphers of Republican ascendancy.	The presidents after Reconstruction sought to sell the United States to the Chinese.	contradictory
Actually the story was close enough to the truth.	The story was very far from the truth.	contradictory
You'd never have believed a pretty young lady like that could have made herself into such a ruffian. 	The young lady is believed to be pretty.	entailment
These weaknesses place critical federal operations, such as national defense, tax collection, law enforcement, air traffic control, and benefit payments, at significant risk of disruption as well as fraud and inappropriate disclosures.	There are no weaknesses within the federal structure that foster fraud.	contradictory
He's not pulling your leg.	He isn't kidding.	entailment
Jon gave grim thought to the villagers.	Jon thought pleasantly of the villagers.	contradictory
But to really appreciate the allure of the Caleornia lifestyle, you must ditch the car and hit the sand and experience the natural beauty of the beaches first hand.	You must drive trough the city of Caleornia to appreciate its allure of the lifestyle.	contradictory
yeah that's uh the technology is really  really blow you know going going crazy with this	The technology is so boring and is completely predictable.	contradictory
On the city's east side, Higashiyama boasts temples, theaters, museums, and parks a fine introduction to exploring the imperial city on foot.	Higashiyama is located on the south side of the city.	contradictory
There's a special Kid's World that those under 12 can enter free when accompanied by a paying adult.	When accompanied by a paying adult, children under 12 can enter for free.	entailment
Before meeting Jon he had never seen anything like it before.	He had grown up with something like this.	contradictory
The narrow streets of Melaka's Chinatown, just next to the river, hold an abundance of history, especially of last century, when the entrepreneurs from this community helped lift the local economy.	Melaka's Chinatown is rich full of history and located next to the river.	entailment
yeah yes you can do wonderful design it it's really  well especially when anyone who's ever done any kind of drafting or engineering  uh drawing drawing um you have to be so precise	You can just guess.	contradictory
Then you can hand them over to us right away?"	We don't want them.	contradictory
The northernmost point in Macau is the frontier between two contrasting worlds.	Macau is well-integrated with its neighboring communities.	contradictory
One recent study demonstrated that a brief, patient-centered alcohol counseling intervention delivered in the context of a regularly scheduled internal medicine visit produced significant reductions in alcohol consumption among both male and female high-risk drinkers.	One study sowed that intervention delivered during a checkup is helpful.	entailment
where you're educated in the first uh ten years i guess	I am certain it starts after the first ten days of schooling.	contradictory
Joe Biden, D-Del., wants to amend the War Powers Resolution to give it more teeth.	To give it more strength, Joe Biden wants to amend the War Powers Resolution.	entailment
View the town and surrounding countryside from the belfry of the Hotel de Ville or go down to the basement and take the guided tour of the labyrinth of underground passages that have served a variety of purposes over the centuries.	The Hotel de Ville has horrible views, blocked off by the modern day smog.	contradictory
As the beast finished, the armored warriors struck.	The warriors struck after the beast finished.	entailment
In Ukrainian, for instance, the word bidni refers to an unfortunate, pitiable soul.	The word bidni has wonderful connotation of much fortune. 	contradictory
He is apparently a skilled lawyer -- having built a hugely successful trial practice in Marietta before running for governor.	A lawyer is running for governor.	entailment
Among the elegant, spotless timbered houses of the 16th-century Place du March??, note the fine Halle aux Bl??s (Corn Market) and Hotel de Ville, as well as the handsome Renaissance Puits aux Six Seaux (Six Pails Well) situated between the town hall and the parish church.	The timbered houses were built in the early 2000s.	contradictory
Less time is spent at sites.	More time is spent at sites. 	contradictory
The rule contains information collection requirements which are subject to the Paperwork Reduction Act.	The Paperwork Reduction Act has control over collection requirements. 	entailment
Which he is.	Which is he?	entailment
 the sculpture of Two Slaves by Michelangelo; Leonardo da Vinci's Mona Lisa (La Joconde) and Virgin of the Rocks; Titian's voluptuous Woman at Her Toilet and somber Entombment of Christ; the poignant Old Man and His Grandson of Ghirlandaio.	Many great paintings and sculptures are hosted, like Leonardo da Vinci's Mona Lisa.	entailment
This, in turn, would inspire Greece to intervene to restore order and protect the Greek minority in Macedonia.	This would make sure that Greece does not intervene. 	contradictory
Good-bye, old thing. The two young people went off in opposite directions.	The two young people chose to leave together.	contradictory
 This table illustrates a hypothetical couple in which neither spouse is covered by an employersponsored retirement plan and each contributes $2,000 to a traditional IRA.	The table illustrates a literal couple.	contradictory
So long as the pet's patriarchs at the Times continue to give her unlimited freedom to write exactly what they like to hear, she is sitting pretty--though not, perhaps, in an ideal position to judge anyone else anywhere.	There is no hope that she could write for the Times.	contradictory
and so it seems like i have plenty things to do and so i thought that if we got a pet that that would be just one more person	It would appear that I have a lot to do.  	entailment
But time-and timing-will be crucial.	Timing is going to be crucial.	entailment
Draw a chair up to the table, that's right.	Pull a chair up to the table. 	entailment
thanks sir	Thank you sir.	entailment
Bob Dole, who presided over the Republican National Committee while it stood by its man until the last, said it best at Nixon's  The second half of the 20 th century will be known as the age of Nixon.	Bob Dole said that the second half of the 20th century would be the Age of Reagan.  	contradictory
yeah i think once once kids get out and see how other people really live and know how bad off some people really are and how good they've got it	All people live in exactly the same circumstances and conditions. 	contradictory
Also in the crypt are the remains of Napoleon's son, brought to France from Vienna by Hitler in 1940.	Napoleon's son was buried in Africa where he died in battle.	contradictory
Sex in the car wash (37 seconds) :	The video is 37 seconds long.	entailment
My father was English, said Mrs. Cavendish, "but my mother was a Russian."	"My mother was Russian and my father English," said Mrs. Cavendish.	entailment
How can you make the capital gains tax a litmus test issue but say that the slaughter of millions of innocent children is something about which you have only a mild preference and don't care much if people disagree?	You say you only have a mild preference about the slaughter of millions of children, 	entailment
they're they're in California and they're they're waiting list is about four years four or five years for a civil case	Right now they're in California.	entailment
